STATION,year,month,PRCP_sum,TMAX_mean,TMIN_mean,TMEAN,ym
USW00012839,2019,2,1.53,81.46428571428571,68.28571428571429,74.46428571428571,2019-02-01
USW00012839,2019,3,1.91,81.3225806451613,66.16129032258064,73.12903225806451,2019-03-01
USW00012839,2019,4,3.16,84.53333333333333,70.83333333333333,77.36666666666666,2019-04-01
USW00012839,2019,5,4.61,88.38709677419355,75.93548387096774,81.61290322580645,2019-05-01
USW00012839,2019,6,12.43,91.73333333333333,77.8,83.73333333333333,2019-06-01
USW00012839,2019,7,10.54,92.09677419354838,78.03225806451613,84.70967741935483,2019-07-01
USW00012839,2019,8,15.74,91.38709677419355,77.7741935483871,83.54838709677419,2019-08-01
USW00012839,2019,9,3.25,91.1,79.26666666666667,84.26666666666667,2019-09-01
USW00012839,2019,10,3.9299999999999997,88.93548387096774,78.03225806451613,82.64516129032258,2019-10-01
USW00012839,2019,11,1.62,83.23333333333333,68.66666666666667,75.53333333333333,2019-11-01
USW00012839,2019,12,6.430000000000001,80.29032258064517,66.6774193548387,73.54838709677419,2019-12-01
USW00012839,2020,1,2.0300000000000002,78.90322580645162,64.06451612903226,71.45161290322581,2020-01-01
USW00012839,2020,2,2.9,80.17241379310344,65.93103448275862,72.6896551724138,2020-02-01
USW00012839,2020,3,0.09999999999999999,83.90322580645162,70.45161290322581,76.41935483870968,2020-03-01
USW00012839,2020,4,3.8600000000000003,89.13333333333334,74.6,81.06666666666666,2020-04-01
USW00012839,2020,5,18.89,86.06451612903226,72.70967741935483,78.90322580645162,2020-05-01
USW00012839,2020,6,7.11,90.36666666666666,78.43333333333334,83.9,2020-06-01
USW00012839,2020,7,10.26,92.96774193548387,78.87096774193549,85.12903225806451,2020-07-01
USW00012839,2020,8,7.44,91.54838709677419,79.06451612903226,84.93548387096774,2020-08-01
USW00012839,2020,9,10.92,89.6,77.9,83.26666666666667,2020-09-01
USW00012839,2020,10,11.86,87.7741935483871,76.54838709677419,81.64516129032258,2020-10-01
USW00012839,2020,11,9.6,82.66666666666667,72.23333333333333,77.1,2020-11-01
USW00012839,2020,12,1.6,77.16129032258064,61.61290322580645,69.0,2020-12-01
USW00012839,2021,1,0.5,76.61290322580645,60.516129032258064,68.70967741935483,2021-01-01
USW00012839,2021,2,2.9,81.0,67.92857142857143,73.78571428571429,2021-02-01
USW00012839,2021,3,1.8699999999999999,81.6774193548387,67.38709677419355,74.2258064516129,2021-03-01
USW00012839,2021,4,2.81,84.9,69.96666666666667,76.96666666666667,2021-04-01
USW00012839,2021,5,2.68,87.2258064516129,75.25806451612904,80.61290322580645,2021-05-01
USW00012839,2021,6,12.44,88.7,76.63333333333334,82.33333333333333,2021-06-01
USW00012839,2021,7,8.18,90.03225806451613,77.3225806451613,83.3225806451613,2021-07-01
USW00012839,2021,8,7.29,91.03225806451613,78.48387096774194,84.7741935483871,2021-08-01
USW00012839,2021,9,12.120000000000001,90.23333333333333,76.0,81.8,2021-09-01
USW00012839,2021,10,4.91,87.35483870967742,75.09677419354838,80.74193548387096,2021-10-01
USW00012839,2021,11,4.38,79.63333333333334,66.46666666666667,73.0,2021-11-01
USW00012839,2021,12,1.19,81.58064516129032,67.48387096774194,74.29032258064517,2021-12-01
USW00012839,2022,1,5.98,76.35483870967742,60.96774193548387,68.38709677419355,2022-01-01
USW00012839,2022,2,1.6,80.07142857142857,66.89285714285714,73.07142857142857,2022-02-01
USW00012839,2022,3,2.0300000000000002,82.74193548387096,69.64516129032258,75.54838709677419,2022-03-01
USW00012839,2022,4,4.66,84.9,72.33333333333333,78.0,2022-04-01
USW00012839,2022,5,4.47,88.54838709677419,74.58064516129032,80.58064516129032,2022-05-01
USW00012839,2022,6,15.61,89.13333333333334,75.66666666666667,81.53333333333333,2022-06-01
USW00012839,2022,7,4.8100000000000005,90.58064516129032,78.87096774193549,84.61290322580645,2022-07-01
USW00012839,2022,8,5.17,91.7741935483871,79.35483870967742,85.3225806451613,2022-08-01
USW00012839,2022,9,12.15,91.36666666666666,77.23333333333333,83.5,2022-09-01
USW00012839,2022,10,4.85,87.19354838709677,73.87096774193549,79.7741935483871,2022-10-01
USW00012839,2022,11,8.49,85.43333333333334,72.36666666666666,78.3,2022-11-01
USW00012839,2022,12,1.73,79.03225806451613,65.64516129032258,72.09677419354838,2022-12-01
USW00012839,2023,1,0.05,80.35483870967742,63.903225806451616,71.90322580645162,2023-01-01
USW00012839,2023,2,5.720000000000001,82.96428571428571,68.78571428571429,75.28571428571429,2023-02-01
USW00012839,2023,3,4.5,84.51612903225806,69.12903225806451,76.41935483870968,2023-03-01
USW00012839,2023,4,9.95,86.03333333333333,72.66666666666667,78.86666666666666,2023-04-01
USW00012839,2023,5,5.92,88.6774193548387,73.70967741935483,80.58064516129032,2023-05-01
USW00012839,2023,6,7.87,91.3,76.0,83.06666666666666,2023-06-01
USW00012839,2023,7,7.42,93.90322580645162,79.16129032258064,85.83870967741936,2023-07-01
USW00012839,2023,8,10.25,93.19354838709677,80.03225806451613,85.87096774193549,2023-08-01
USW00012839,2023,9,12.760000000000002,91.93333333333334,77.43333333333334,83.8,2023-09-01
USW00012839,2023,10,5.78,88.09677419354838,75.96774193548387,81.45161290322581,2023-10-01
USW00012839,2023,11,9.360000000000001,84.13333333333334,71.53333333333333,77.5,2023-11-01
USW00012839,2023,12,3.85,77.09677419354838,65.38709677419355,71.29032258064517,2023-12-01
USW00012839,2024,1,0.89,77.58064516129032,64.09677419354838,70.61290322580645,2024-01-01
USW00012839,2024,2,3.03,77.0,60.96551724137931,68.6896551724138,2024-02-01
USW00012839,2024,3,4.78,82.38709677419355,69.12903225806451,75.38709677419355,2024-03-01
USW00012839,2024,4,2.7800000000000002,82.96666666666667,69.66666666666667,75.86666666666666,2024-04-01
USW00012839,2024,5,4.21,90.48387096774194,76.90322580645162,83.09677419354838,2024-05-01
USW00012839,2024,6,17.34,89.03333333333333,77.06666666666666,82.56666666666666,2024-06-01
USW00012839,2024,7,5.44,91.6774193548387,79.54838709677419,85.25806451612904,2024-07-01
USW00012839,2024,8,12.83,91.48387096774194,78.45161290322581,84.38709677419355,2024-08-01
USW00012839,2024,9,9.11,91.16666666666667,78.26666666666667,83.93333333333334,2024-09-01
USW00012839,2024,10,7.5,85.45161290322581,75.0,79.7741935483871,2024-10-01
USW00012839,2024,11,0.47000000000000003,82.76666666666667,70.83333333333333,76.63333333333334,2024-11-01
USW00012839,2024,12,1.18,78.90322580645162,64.48387096774194,71.25806451612904,2024-12-01
USW00023183,1996,6,0.0,104.875,79.04166666666667,91.95833333333333,1996-06-01
USW00023183,1996,7,1.04,106.19354838709677,84.2258064516129,95.20967741935483,1996-07-01
USW00023183,1996,8,0.34,104.70967741935483,83.41935483870968,94.06451612903226,1996-08-01
USW00023183,1996,9,0.54,94.46666666666667,73.96666666666667,84.21666666666667,1996-09-01
USW00023183,1996,10,0.37,86.64516129032258,63.064516129032256,74.85483870967742,1996-10-01
USW00023183,1996,11,0.23,76.46666666666667,52.53333333333333,64.5,1996-11-01
USW00023183,1996,12,0.02,68.16129032258064,44.774193548387096,56.46774193548387,1996-12-01
USW00023183,1997,1,0.9,64.90322580645162,46.516129032258064,55.70967741935484,1997-01-01
USW00023183,1997,2,0.55,69.0,46.535714285714285,57.767857142857146,1997-02-01
USW00023183,1997,3,0.01,83.12903225806451,55.74193548387097,69.43548387096774,1997-03-01
USW00023183,1997,4,0.24000000000000002,82.16666666666667,59.6,70.88333333333334,1997-04-01
USW00023183,1997,5,0.0,98.83870967741936,73.6774193548387,86.25806451612904,1997-05-01
USW00023183,1997,6,0.0,100.43333333333334,75.03333333333333,87.73333333333333,1997-06-01
USW00023183,1997,7,0.17,106.0,81.61290322580645,93.80645161290323,1997-07-01
USW00023183,1997,8,1.3900000000000001,103.12903225806451,82.6774193548387,92.90322580645162,1997-08-01
USW00023183,1997,9,0.45,100.4,79.63333333333334,90.01666666666667,1997-09-01
USW00023183,1997,10,0.07,86.54838709677419,62.774193548387096,74.66129032258064,1997-10-01
USW00023183,1997,11,0.06,75.56666666666666,52.56666666666667,64.06666666666666,1997-11-01
USW00023183,1997,12,0.8300000000000001,62.67741935483871,43.096774193548384,52.88709677419355,1997-12-01
USW00023183,1998,1,0.35,66.6774193548387,46.516129032258064,56.596774193548384,1998-01-01
USW00023183,1998,2,2.93,62.464285714285715,45.67857142857143,54.07142857142857,1998-02-01
USW00023183,1998,3,1.31,72.90322580645162,50.903225806451616,61.903225806451616,1998-03-01
USW00023183,1998,4,0.43000000000000005,78.56666666666666,54.766666666666666,66.95,1998-04-01
USW00023183,1998,5,0.04,88.54838709677419,63.935483870967744,76.54838709677419,1998-05-01
USW00023183,1998,6,0.0,98.7,71.96666666666667,85.63333333333334,1998-06-01
USW00023183,1998,7,1.94,105.83870967741936,83.2258064516129,94.80645161290323,1998-07-01
USW00023183,1998,8,1.0499999999999998,105.61290322580645,83.70967741935483,94.93548387096774,1998-08-01
USW00023183,1998,9,0.5800000000000001,99.16666666666667,76.46666666666667,88.03333333333333,1998-09-01
USW00023183,1998,10,1.03,86.06451612903226,62.096774193548384,74.38709677419355,1998-10-01
USW00023183,1998,11,0.19,74.8,50.56666666666667,63.0,1998-11-01
USW00023183,1998,12,0.6799999999999999,65.54838709677419,43.225806451612904,54.67741935483871,1998-12-01
USW00023183,1999,1,0.01,69.38709677419355,44.16129032258065,57.096774193548384,1999-01-01
USW00023183,1999,2,0.17,72.92857142857143,47.714285714285715,60.714285714285715,1999-02-01
USW00023183,1999,3,0.11,77.3225806451613,52.54838709677419,65.09677419354838,1999-03-01
USW00023183,1999,4,1.1300000000000001,77.76666666666667,54.03333333333333,66.13333333333334,1999-04-01
USW00023183,1999,5,0.0,92.29032258064517,67.29032258064517,80.03225806451613,1999-05-01
USW00023183,1999,6,0.0,100.5,77.13333333333334,89.13333333333334,1999-06-01
USW00023183,1999,7,2.96,101.58064516129032,80.90322580645162,91.45161290322581,1999-07-01
USW00023183,1999,8,0.9200000000000002,103.93548387096774,82.06451612903226,93.2258064516129,1999-08-01
USW00023183,1999,9,1.31,98.8,75.9,87.63333333333334,1999-09-01
USW00023183,1999,10,0.0,93.03225806451613,65.51612903225806,79.61290322580645,1999-10-01
USW00023183,1999,11,0.0,81.93333333333334,54.1,68.26666666666667,1999-11-01
USW00023183,1999,12,0.0,67.2258064516129,43.25806451612903,55.45161290322581,1999-12-01
USW00023183,2000,1,0.01,70.09677419354838,45.96774193548387,58.29032258064516,2000-01-01
USW00023183,2000,2,0.0,72.48275862068965,49.206896551724135,61.06896551724138,2000-02-01
USW00023183,2000,3,2.98,73.74193548387096,52.516129032258064,63.38709677419355,2000-03-01
USW00023183,2000,4,0.0,88.3,62.13333333333333,75.43333333333334,2000-04-01
USW00023183,2000,5,0.0,98.12903225806451,71.54838709677419,85.12903225806451,2000-05-01
USW00023183,2000,6,0.33999999999999997,103.03333333333333,78.96666666666667,91.28333333333333,2000-06-01
USW00023183,2000,7,0.28,106.51612903225806,83.54838709677419,95.29032258064517,2000-07-01
USW00023183,2000,8,0.5800000000000001,102.61290322580645,82.25806451612904,92.74193548387096,2000-08-01
USW00023183,2000,9,0.01,101.7,78.76666666666667,90.46666666666667,2000-09-01
USW00023183,2000,10,3.17,82.3225806451613,62.67741935483871,72.74193548387096,2000-10-01
USW00023183,2000,11,0.5,67.4,46.333333333333336,57.06666666666667,2000-11-01
USW00023183,2000,12,0.0,69.48387096774194,45.064516129032256,57.45161290322581,2000-12-01
USW00023183,2001,1,1.77,63.70967741935484,44.41935483870968,54.354838709677416,2001-01-01
USW00023183,2001,2,0.8600000000000001,67.71428571428571,46.0,57.07142857142857,2001-02-01
USW00023183,2001,3,0.77,77.48387096774194,53.70967741935484,65.80645161290323,2001-03-01
USW00023183,2001,4,1.06,83.66666666666667,59.666666666666664,71.83333333333333,2001-04-01
USW00023183,2001,5,0.02,100.38709677419355,73.38709677419355,87.09677419354838,2001-05-01
USW00023183,2001,6,0.01,105.06666666666666,78.9,92.2,2001-06-01
USW00023183,2001,7,0.67,104.93548387096774,83.90322580645162,94.87096774193549,2001-07-01
USW00023183,2001,8,0.46,105.45161290322581,83.87096774193549,94.93548387096774,2001-08-01
USW00023183,2001,9,0.0,104.63333333333334,79.73333333333333,92.43333333333334,2001-09-01
USW00023183,2001,10,0.02,91.35483870967742,67.35483870967742,79.58064516129032,2001-10-01
USW00023183,2001,11,0.2,78.83333333333333,57.9,68.63333333333334,2001-11-01
USW00023183,2001,12,0.88,64.12903225806451,43.38709677419355,54.0,2001-12-01
USW00023183,2002,1,0.05,67.06451612903226,44.806451612903224,56.225806451612904,2002-01-01
USW00023183,2002,2,0.0,74.82142857142857,47.785714285714285,61.57142857142857,2002-02-01
USW00023183,2002,3,0.08,78.12903225806451,52.29032258064516,65.38709677419355,2002-03-01
USW00023183,2002,4,0.06,89.16666666666667,64.06666666666666,74.2,2002-04-01
USW00023183,2002,5,0.0,95.16129032258064,68.19354838709677,81.93548387096774,2002-05-01
USW00023183,2002,6,0.0,107.26666666666667,79.46666666666667,93.8,2002-06-01
USW00023183,2002,7,1.18,107.19354838709677,84.80645161290323,96.3225806451613,2002-07-01
USW00023183,2002,8,0.0,106.19354838709677,83.93548387096774,95.3225806451613,2002-08-01
USW00023183,2002,9,0.5,101.36666666666666,78.2,89.96666666666667,2002-09-01
USW00023183,2002,10,0.37000000000000005,86.2258064516129,64.0,75.45161290322581,2002-10-01
USW00023183,2002,11,0.42000000000000004,78.46666666666667,55.266666666666666,67.01666666666667,2002-11-01
USW00023183,2002,12,0.16,65.0,45.38709677419355,55.54838709677419,2002-12-01
USW00023183,2003,1,0.57,74.61290322580645,49.29032258064516,62.193548387096776,2003-01-01
USW00023183,2003,2,3.15,68.46428571428571,50.285714285714285,59.57142857142857,2003-02-01
USW00023183,2003,3,0.51,76.19354838709677,53.25806451612903,64.93548387096774,2003-03-01
USW00023183,2003,4,0.17,82.36666666666666,58.1,70.46666666666667,2003-04-01
USW00023183,2003,5,0.0,95.93548387096774,70.70967741935483,83.58064516129032,2003-05-01
USW00023183,2003,6,0.0,105.0,78.46666666666667,92.2,2003-06-01
USW00023183,2003,7,0.61,108.6774193548387,86.58064516129032,98.0,2003-07-01
USW00023183,2003,8,0.51,104.51612903225806,84.6774193548387,94.80645161290323,2003-08-01
USW00023183,2003,9,0.25,102.23333333333333,79.23333333333333,90.96666666666667,2003-09-01
USW00023183,2003,10,0.21,94.64516129032258,70.80645161290323,83.03225806451613,2003-10-01
USW00023183,2003,11,0.65,72.13333333333334,51.63333333333333,62.13333333333333,2003-11-01
USW00023183,2003,12,0.19,68.09677419354838,45.483870967741936,57.03225806451613,2003-12-01
USW00023183,2004,1,0.8200000000000001,67.64516129032258,47.41935483870968,57.74193548387097,2004-01-01
USW00023183,2004,2,1.02,66.24137931034483,45.44827586206897,56.06896551724138,2004-02-01
USW00023183,2004,3,1.28,84.96774193548387,59.54838709677419,72.58064516129032,2004-03-01
USW00023183,2004,4,0.9000000000000001,84.43333333333334,60.96666666666667,73.0,2004-04-01
USW00023183,2004,5,0.0,96.51612903225806,70.2258064516129,83.70967741935483,2004-05-01
USW00023183,2004,6,0.0,104.53333333333333,77.83333333333333,91.36666666666666,2004-06-01
USW00023183,2004,7,0.5900000000000001,105.96774193548387,82.96774193548387,94.6774193548387,2004-07-01
USW00023183,2004,8,0.36,103.7741935483871,81.61290322580645,92.96774193548387,2004-08-01
USW00023183,2004,9,0.15000000000000002,99.86666666666666,76.33333333333333,88.3,2004-09-01
USW00023183,2004,10,0.78,86.12903225806451,64.12903225806451,75.45161290322581,2004-10-01
USW00023183,2004,11,0.52,70.5,51.4,61.2,2004-11-01
USW00023183,2004,12,1.56,66.38709677419355,45.58064516129032,56.25806451612903,2004-12-01
USW00023183,2005,1,1.8499999999999999,66.54838709677419,49.0,58.03225806451613,2005-01-01
USW00023183,2005,2,3.0100000000000002,67.03571428571429,51.42857142857143,59.42857142857143,2005-02-01
USW00023183,2005,3,0.36,74.12903225806451,53.67741935483871,64.09677419354838,2005-03-01
USW00023183,2005,4,0.12,85.0,59.46666666666667,72.56666666666666,2005-04-01
USW00023183,2005,5,0.0,95.12903225806451,70.29032258064517,82.54838709677419,2005-05-01
USW00023183,2005,6,0.0,103.13333333333334,77.7,90.66666666666667,2005-06-01
USW00023183,2005,7,0.16,109.48387096774194,84.96774193548387,97.41935483870968,2005-07-01
USW00023183,2005,8,1.21,102.7741935483871,81.64516129032258,92.20967741935483,2005-08-01
USW00023183,2005,9,0.16,101.46666666666667,77.7,89.58333333333333,2005-09-01
USW00023183,2005,10,0.16999999999999998,89.61290322580645,66.87096774193549,78.24193548387096,2005-10-01
USW00023183,2005,11,0.0,78.43333333333334,54.1,66.26666666666667,2005-11-01
USW00023183,2005,12,0.0,68.93548387096774,44.70967741935484,56.82258064516129,2005-12-01
USW00023183,2006,1,0.0,70.41935483870968,45.0,57.70967741935484,2006-01-01
USW00023183,2006,2,0.0,74.78571428571429,48.82142857142857,61.80357142857143,2006-02-01
USW00023183,2006,3,1.5599999999999998,72.61290322580645,52.0,62.306451612903224,2006-03-01
USW00023183,2006,4,0.0,84.86666666666666,60.5,72.68333333333334,2006-04-01
USW00023183,2006,5,0.0,97.93548387096774,71.41935483870968,84.6774193548387,2006-05-01
USW00023183,2006,6,0.0,107.4,81.83333333333333,94.61666666666666,2006-06-01
USW00023183,2006,7,1.29,106.64516129032258,86.41935483870968,96.53225806451613,2006-07-01
USW00023183,2006,8,1.26,102.96774193548387,82.09677419354838,92.53225806451613,2006-08-01
USW00023183,2006,9,0.78,96.56666666666666,74.66666666666667,85.61666666666666,2006-09-01
USW00023183,2006,10,0.22000000000000003,87.38709677419355,64.74193548387096,76.06451612903226,2006-10-01
USW00023183,2006,11,0.0,79.6,54.63333333333333,67.11666666666666,2006-11-01
USW00023183,2006,12,0.34,65.19354838709677,43.41935483870968,54.306451612903224,2006-12-01
USW00023183,2007,1,0.49,63.61290322580645,42.225806451612904,52.91935483870968,2007-01-01
USW00023183,2007,2,0.39999999999999997,71.32142857142857,48.42857142857143,59.875,2007-02-01
USW00023183,2007,3,0.8300000000000001,81.61290322580645,55.806451612903224,68.70967741935483,2007-03-01
USW00023183,2007,4,0.21000000000000002,86.16666666666667,61.166666666666664,73.66666666666667,2007-04-01
USW00023183,2007,5,0.0,97.03225806451613,72.19354838709677,84.61290322580645,2007-05-01
USW00023183,2007,6,0.0,105.8,79.66666666666667,92.73333333333333,2007-06-01
USW00023183,2007,7,0.36,106.83870967741936,84.80645161290323,95.8225806451613,2007-07-01
USW00023183,2007,8,0.31,106.25806451612904,86.12903225806451,96.19354838709677,2007-08-01
USW00023183,2007,9,0.07,101.16666666666667,79.53333333333333,90.35,2007-09-01
USW00023183,2007,10,0.04,90.41935483870968,66.0,78.20967741935483,2007-10-01
USW00023183,2007,11,1.25,81.76666666666667,58.3,70.03333333333333,2007-11-01
USW00023183,2007,12,1.09,62.87096774193548,43.516129032258064,53.193548387096776,2007-12-01
USW00023183,2008,1,1.58,64.3225806451613,45.03225806451613,54.67741935483871,2008-01-01
USW00023183,2008,2,0.39,68.55172413793103,47.86206896551724,58.206896551724135,2008-02-01
USW00023183,2008,3,0.0,79.48387096774194,53.806451612903224,66.64516129032258,2008-03-01
USW00023183,2008,4,0.0,87.13333333333334,60.86666666666667,74.0,2008-04-01
USW00023183,2008,5,0.45,90.70967741935483,66.3225806451613,78.51612903225806,2008-05-01
USW00023183,2008,6,0.0,106.73333333333333,79.56666666666666,93.15,2008-06-01
USW00023183,2008,7,2.15,105.74193548387096,84.03225806451613,94.88709677419355,2008-07-01
USW00023183,2008,8,3.55,103.90322580645162,81.96774193548387,92.93548387096774,2008-08-01
USW00023183,2008,9,0.0,100.86666666666666,78.83333333333333,89.85,2008-09-01
USW00023183,2008,10,0.0,90.74193548387096,64.96774193548387,77.85483870967742,2008-10-01
USW00023183,2008,11,0.49,78.8,55.46666666666667,67.13333333333334,2008-11-01
USW00023183,2008,12,0.97,65.45161290322581,46.16129032258065,55.806451612903224,2008-12-01
USW00023183,2009,1,0.15000000000000002,70.48387096774194,46.903225806451616,58.693548387096776,2009-01-01
USW00023183,2009,2,1.32,72.42857142857143,48.964285714285715,60.69642857142857,2009-02-01
USW00023183,2009,3,0.0,79.61290322580645,55.29032258064516,67.45161290322581,2009-03-01
USW00023183,2009,4,0.19,84.16666666666667,58.63333333333333,71.4,2009-04-01
USW00023183,2009,5,0.25,98.45161290322581,73.83870967741936,86.14516129032258,2009-05-01
USW00023183,2009,6,0.02,100.0,77.4,88.7,2009-06-01
USW00023183,2009,7,0.39999999999999997,109.45161290322581,87.09677419354838,98.2741935483871,2009-07-01
USW00023183,2009,8,0.29000000000000004,107.16129032258064,83.2258064516129,95.19354838709677,2009-08-01
USW00023183,2009,9,0.16,101.73333333333333,78.26666666666667,90.0,2009-09-01
USW00023183,2009,10,0.0,86.35483870967742,62.483870967741936,74.41935483870968,2009-10-01
USW00023183,2009,11,0.01,80.16666666666667,54.7,67.43333333333334,2009-11-01
USW00023183,2009,12,0.47,63.935483870967744,43.38709677419355,53.66129032258065,2009-12-01
USW00023183,2010,1,2.43,67.70967741935483,47.12903225806452,57.41935483870968,2010-01-01
USW00023183,2010,2,1.3599999999999999,68.64285714285714,49.607142857142854,59.125,2010-02-01
USW00023183,2010,3,1.0899999999999999,73.58064516129032,51.903225806451616,62.74193548387097,2010-03-01
USW00023183,2010,4,0.04,82.53333333333333,58.666666666666664,70.6,2010-04-01
USW00023183,2010,5,0.0,91.3225806451613,65.16129032258064,78.24193548387096,2010-05-01
USW00023183,2010,6,0.0,104.6,77.86666666666666,91.23333333333333,2010-06-01
USW00023183,2010,7,1.9700000000000002,106.58064516129032,86.87096774193549,96.7258064516129,2010-07-01
USW00023183,2010,8,0.38,104.64516129032258,83.38709677419355,94.01612903225806,2010-08-01
USW00023183,2010,9,0.13,104.1,78.9,91.5,2010-09-01
USW00023183,2010,10,0.6599999999999999,88.74193548387096,66.6774193548387,77.70967741935483,2010-10-01
USW00023183,2010,11,0.01,74.7,51.333333333333336,63.016666666666666,2010-11-01
USW00023183,2010,12,1.07,70.41935483870968,48.74193548387097,59.58064516129032,2010-12-01
USW00023183,2011,1,0.04,67.7741935483871,43.54838709677419,55.66129032258065,2011-01-01
USW00023183,2011,2,0.66,67.42857142857143,43.035714285714285,55.232142857142854,2011-02-01
USW00023183,2011,3,0.06,80.7741935483871,54.87096774193548,67.8225806451613,2011-03-01
USW00023183,2011,4,0.27,86.26666666666667,62.233333333333334,74.25,2011-04-01
USW00023183,2011,5,0.01,91.45161290322581,66.06451612903226,78.75806451612904,2011-05-01
USW00023183,2011,6,0.0,104.26666666666667,77.26666666666667,90.76666666666667,2011-06-01
USW00023183,2011,7,1.4100000000000001,106.93548387096774,83.48387096774194,95.20967741935483,2011-07-01
USW00023183,2011,8,0.17,108.96774193548387,87.54838709677419,98.25806451612904,2011-08-01
USW00023183,2011,9,0.02,103.26666666666667,79.46666666666667,91.36666666666666,2011-09-01
USW00023183,2011,10,0.11,91.3225806451613,66.29032258064517,78.80645161290323,2011-10-01
USW00023183,2011,11,0.8099999999999999,74.1,52.833333333333336,63.46666666666667,2011-11-01
USW00023183,2011,12,1.1,63.0,43.38709677419355,53.193548387096776,2011-12-01
USW00023183,2012,1,0.0,70.90322580645162,46.483870967741936,58.693548387096776,2012-01-01
USW00023183,2012,2,0.0,72.48275862068965,48.13793103448276,60.310344827586206,2012-02-01
USW00023183,2012,3,0.25,79.2258064516129,52.516129032258064,65.87096774193549,2012-03-01
USW00023183,2012,4,0.08,87.6,62.6,75.1,2012-04-01
USW00023183,2012,5,0.03,98.16129032258064,70.87096774193549,84.51612903225806,2012-05-01
USW00023183,2012,6,0.0,106.5,81.0,93.75,2012-06-01
USW00023183,2012,7,0.96,104.61290322580645,83.16129032258064,93.88709677419355,2012-07-01
USW00023183,2012,8,1.4500000000000002,105.7741935483871,84.87096774193549,95.3225806451613,2012-08-01
USW00023183,2012,9,0.59,99.2,78.1,88.65,2012-09-01
USW00023183,2012,10,0.0,91.3225806451613,66.35483870967742,78.83870967741936,2012-10-01
USW00023183,2012,11,0.05,81.23333333333333,55.6,68.41666666666667,2012-11-01
USW00023183,2012,12,0.87,66.83870967741936,46.645161290322584,56.74193548387097,2012-12-01
USW00023183,2013,1,1.39,64.90322580645162,42.29032258064516,53.596774193548384,2013-01-01
USW00023183,2013,2,0.31000000000000005,68.28571428571429,45.964285714285715,57.125,2013-02-01
USW00023183,2013,3,0.85,82.93548387096774,56.096774193548384,69.51612903225806,2013-03-01
USW00023183,2013,4,0.06,88.4,62.266666666666666,76.0,2013-04-01
USW00023183,2013,5,0.0,96.0,71.87096774193549,84.6774193548387,2013-05-01
USW00023183,2013,6,0.0,108.4,81.2,95.83333333333333,2013-06-01
USW00023183,2013,7,1.77,105.6774193548387,85.70967741935483,95.35483870967742,2013-07-01
USW00023183,2013,8,0.36000000000000004,105.25806451612904,84.12903225806451,94.25806451612904,2013-08-01
USW00023183,2013,9,0.86,99.5,77.9,88.9,2013-09-01
USW00023183,2013,10,0.0,87.12903225806451,61.935483870967744,74.80645161290323,2013-10-01
USW00023183,2013,11,2.43,77.4,55.93333333333333,66.36666666666666,2013-11-01
USW00023183,2013,12,0.39,67.61290322580645,44.96774193548387,55.83870967741935,2013-12-01
USW00023183,2014,1,0.0,73.06451612903226,46.74193548387097,59.38709677419355,2014-01-01
USW00023183,2014,2,0.0,76.82142857142857,52.035714285714285,64.14285714285714,2014-02-01
USW00023183,2014,3,0.99,81.25806451612904,56.74193548387097,69.35483870967742,2014-03-01
USW00023183,2014,4,0.0,87.36666666666666,62.3,75.66666666666667,2014-04-01
USW00023183,2014,5,0.0,95.51612903225806,70.7741935483871,83.83870967741936,2014-05-01
USW00023183,2014,6,0.0,106.23333333333333,80.13333333333334,94.4,2014-06-01
USW00023183,2014,7,0.06,107.06451612903226,85.90322580645162,96.29032258064517,2014-07-01
USW00023183,2014,8,1.17,102.29032258064517,80.83870967741936,91.54838709677419,2014-08-01
USW00023183,2014,9,5.109999999999999,99.2,78.8,89.0,2014-09-01
USW00023183,2014,10,0.13,91.7741935483871,68.19354838709677,79.48387096774194,2014-10-01
USW00023183,2014,11,0.0,78.3,53.86666666666667,65.96666666666667,2014-11-01
USW00023183,2014,12,0.91,67.19354838709677,48.25806451612903,57.54838709677419,2014-12-01
USW00023183,2015,1,0.81,69.2258064516129,47.96774193548387,57.935483870967744,2015-01-01
USW00023183,2015,2,0.01,77.5,53.75,65.21428571428571,2015-02-01
USW00023183,2015,3,0.33,84.74193548387096,59.645161290322584,72.09677419354838,2015-03-01
USW00023183,2015,4,0.18000000000000002,86.8,61.733333333333334,74.76666666666667,2015-04-01
USW00023183,2015,5,1.17,90.12903225806451,67.35483870967742,79.03225806451613,2015-05-01
USW00023183,2015,6,0.25,105.93333333333334,82.1,94.46666666666667,2015-06-01
USW00023183,2015,7,1.13,105.12903225806451,84.19354838709677,94.74193548387096,2015-07-01
USW00023183,2015,8,1.29,107.6774193548387,85.61290322580645,96.29032258064517,2015-08-01
USW00023183,2015,9,0.81,100.33333333333333,79.4,89.53333333333333,2015-09-01
USW00023183,2015,10,0.7100000000000001,90.0,68.80645161290323,79.11290322580645,2015-10-01
USW00023183,2015,11,0.25,73.36666666666666,50.833333333333336,61.96666666666667,2015-11-01
USW00023183,2015,12,0.21,65.38709677419355,42.96774193548387,53.483870967741936,2015-12-01
USW00023183,2016,1,1.31,66.38709677419355,44.935483870967744,55.25806451612903,2016-01-01
USW00023183,2016,2,0.0,79.89655172413794,51.55172413793103,65.72413793103448,2016-02-01
